label,avg_single_sharpe,portfolio_sharpe,portfolio_total_return_pct,portfolio_max_dd_pct
Bull market (8y),0.2575,0.675882612675878,6.246547805636782,-1.6238392068320007
2008 GFC,0.39249999999999996,0.836756205681465,2.429346062849125,-1.4650343758348283
2022 bear,-0.43000000000000005,-0.4509711067278706,-0.5596760406049839,-1.2515933283762104
